PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;INSTELLINGSCODE ACTUEEL;INSTELLINGSNAAM ACTUEEL;ONDERDEEL;SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2020;2021;2022;2023;2024
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65014;M Computer Science (joint degree);voltijd onderwijs;man;143;180;287;379;352
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65014;M Computer Science (joint degree);voltijd onderwijs;vrouw;29;33;67;115;111
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65015;M Computational Science (joint degree);voltijd onderwijs;man;<5;<5;<5;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65015;M Computational Science (joint degree);voltijd onderwijs;vrouw;6;5;<5;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65016;M Physics and Astronomy (joint degree);voltijd onderwijs;man;6;7;12;<5;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65016;M Physics and Astronomy (joint degree);voltijd onderwijs;vrouw;<5;<5;<5;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65020;M Bioinformatics and Systems Biology (joint degree);voltijd onderwijs;man;60;66;85;127;121
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65020;M Bioinformatics and Systems Biology (joint degree);voltijd onderwijs;vrouw;40;49;81;116;118
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66856;M Business Analytics;duaal onderwijs;man;22;22;16;14;13
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66856;M Business Analytics;duaal onderwijs;vrouw;14;12;19;8;7
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66856;M Business Analytics;voltijd onderwijs;man;117;105;115;93;83
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66856;M Business Analytics;voltijd onderwijs;vrouw;55;67;66;51;44
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66980;M Mathematics;deeltijd onderwijs;man;<5;<5;<5;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66980;M Mathematics;voltijd onderwijs;man;21;26;30;30;30
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66980;M Mathematics;voltijd onderwijs;vrouw;11;13;15;16;17
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66981;M Artificial Intelligence;voltijd onderwijs;man;174;233;249;279;293
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66981;M Artificial Intelligence;voltijd onderwijs;vrouw;109;150;163;156;175
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66986;M Earth Sciences;voltijd onderwijs;man;114;101;99;88;74
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66986;M Earth Sciences;voltijd onderwijs;vrouw;92;107;93;81;81
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66989;M Drug Discovery Sciences;voltijd onderwijs;man;52;57;55;53;60
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66989;M Drug Discovery Sciences;voltijd onderwijs;vrouw;81;80;105;93;94
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);69320;M Science, Business and Innovation;voltijd onderwijs;man;92;79;67;49;36
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);69320;M Science, Business and Innovation;voltijd onderwijs;vrouw;25;35;39;39;34
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60072;M International Business Law;voltijd onderwijs;man;33;33;26;18;25
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60072;M International Business Law;voltijd onderwijs;vrouw;63;59;54;57;56
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;deeltijd onderwijs;man;30;28;27;35;31
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;deeltijd onderwijs;vrouw;45;55;50;49;53
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;voltijd onderwijs;man;286;297;299;275;247
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;voltijd onderwijs;vrouw;713;718;792;798;804
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60408;M Ondernemingsrecht;voltijd onderwijs;man;30;37;34;30;29
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60408;M Ondernemingsrecht;voltijd onderwijs;vrouw;37;31;30;24;27
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60685;M Law and Politics of International Security;voltijd onderwijs;man;12;13;15;13;13
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60685;M Law and Politics of International Security;voltijd onderwijs;vrouw;41;60;32;34;43
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66724;M International Crimes, Conflict and Criminology;voltijd onderwijs;man;10;10;10;9;11
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66724;M International Crimes, Conflict and Criminology;voltijd onderwijs;vrouw;68;72;62;65;62
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66827;M Fiscaal Recht;deeltijd onderwijs;man;12;20;11;11;7
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66827;M Fiscaal Recht;deeltijd onderwijs;vrouw;7;13;13;11;7
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;man;123;131;119;102;98
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;vrouw;78;82;71;61;64
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66828;M Notarieel Recht;deeltijd onderwijs;vrouw;<5;<5;5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;man;15;22;25;22;35
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;vrouw;47;50;55;61;70
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60039;M Oudheidstudies (research);voltijd onderwijs;man;<5;<5;<5;6;6
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60039;M Oudheidstudies (research);voltijd onderwijs;vrouw;8;6;8;11;11
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;man;25;22;25;17;19
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;vrouw;83;102;94;111;96
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60805;M Archeologie;voltijd onderwijs;man;<5;6;7;7;5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60805;M Archeologie;voltijd onderwijs;vrouw;<5;<5;<5;<5;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60808;M Erfgoedstudies;voltijd onderwijs;man;16;19;15;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60808;M Erfgoedstudies;voltijd onderwijs;vrouw;18;17;16;12;13
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60813;M Letterkunde;voltijd onderwijs;man;8;<5;<5;7;5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60813;M Letterkunde;voltijd onderwijs;vrouw;15;16;19;23;25
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;voltijd onderwijs;man;10;14;15;7;7
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;voltijd onderwijs;vrouw;50;48;43;40;37
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60821;M Oudheidstudies;voltijd onderwijs;man;<5;<5;<5;5;5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60821;M Oudheidstudies;voltijd onderwijs;vrouw;<5;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60823;M Filosofie;deeltijd onderwijs;man;<5;6;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60823;M Filosofie;deeltijd onderwijs;vrouw;<5;7;14;9;14
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60823;M Filosofie;voltijd onderwijs;man;89;47;44;32;33
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60823;M Filosofie;voltijd onderwijs;vrouw;147;114;100;93;93
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;man;27;20;17;13;12
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;vrouw;36;31;28;18;21
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;man;45;44;28;30;26
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;vrouw;70;64;47;40;47
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60825;M Theologie & Religiewetenschappen;deeltijd onderwijs;man;<5;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60825;M Theologie & Religiewetenschappen;deeltijd onderwijs;vrouw;<5;<5;<5;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60825;M Theologie & Religiewetenschappen;voltijd onderwijs;man;20;20;19;18;17
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60825;M Theologie & Religiewetenschappen;voltijd onderwijs;vrouw;<5;<5;0;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60827;M Theologie & Religiewetenschappen (research);deeltijd onderwijs;man;<5;0;<5;<5;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60827;M Theologie & Religiewetenschappen (research);deeltijd onderwijs;vrouw;<5;<5;<5;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60827;M Theologie & Religiewetenschappen (research);voltijd onderwijs;man;11;8;11;11;13
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60827;M Theologie & Religiewetenschappen (research);voltijd onderwijs;vrouw;7;<5;6;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60836;M Erfgoedstudies;duaal onderwijs;man;<5;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60836;M Erfgoedstudies;duaal onderwijs;vrouw;19;19;13;16;17
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60958;M Humanities (research);voltijd onderwijs;man;25;25;20;18;22
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60958;M Humanities (research);voltijd onderwijs;vrouw;47;50;46;43;49
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60970;M Filosofie van Cultuur en Bestuur;voltijd onderwijs;man;49;48;42;43;42
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60970;M Filosofie van Cultuur en Bestuur;voltijd onderwijs;vrouw;23;25;25;25;14
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;voltijd onderwijs;man;28;28;23;20;18
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;voltijd onderwijs;vrouw;19;21;19;16;16
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66826;M Communicatie- & Informatiewetenschappen;voltijd onderwijs;man;21;25;19;20;18
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66826;M Communicatie- & Informatiewetenschappen;voltijd onderwijs;vrouw;95;96;65;81;79
Noord-Holland;0363;Amsterdam;reguliere inst.;master;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);69312;M European MSc in Occupational Therapy;deeltijd onderwijs;man;9;6;5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);69312;M European MSc in Occupational Therapy;deeltijd onderwijs;vrouw;53;60;58;46;53
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;67086;M Educatie en Communicatie in de Taal- en Cultuurwetenschappen;voltijd onderwijs;man;11;9;8;9;12
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;67086;M Educatie en Communicatie in de Taal- en Cultuurwetenschappen;voltijd onderwijs;vrouw;31;25;22;21;22
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;deeltijd onderwijs;man;10;10;13;9;9
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;deeltijd onderwijs;vrouw;6;<5;0;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;voltijd onderwijs;man;19;18;19;9;12
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;voltijd onderwijs;vrouw;7;5;<5;7;7
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;deeltijd onderwijs;man;6;7;5;5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;deeltijd onderwijs;vrouw;7;13;19;13;12
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;voltijd onderwijs;man;9;18;11;9;7
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;voltijd onderwijs;vrouw;15;23;12;16;25
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;deeltijd onderwijs;man;9;15;20;16;15
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;deeltijd onderwijs;vrouw;20;15;15;13;10
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;man;45;34;32;26;31
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;vrouw;22;33;32;19;27
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68538;M Educatie en Communicatie in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;man;11;14;17;25;16
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68538;M Educatie en Communicatie in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;vrouw;14;9;10;7;11
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68532;M Educatie in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;man;11;13;11;12;10
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68532;M Educatie in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;vrouw;15;15;16;14;12
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;deeltijd onderwijs;man;<5;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;deeltijd onderwijs;vrouw;<5;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;voltijd onderwijs;man;13;8;8;8;7
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;voltijd onderwijs;vrouw;10;7;7;5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;deeltijd onderwijs;man;<5;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;deeltijd onderwijs;vrouw;<5;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;voltijd onderwijs;man;8;7;<5;7;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;voltijd onderwijs;vrouw;12;11;12;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;deeltijd onderwijs;man;8;5;12;9;5
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;deeltijd onderwijs;vrouw;6;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;man;30;22;23;13;16
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;vrouw;16;16;11;6;5
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68536;M Educatie in de Taal- en cultuurwetenschappen;voltijd onderwijs;man;8;6;5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68536;M Educatie in de Taal- en cultuurwetenschappen;voltijd onderwijs;vrouw;22;17;18;16;13
Noord-Holland;0363;Amsterdam;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);55004;B Theologie (joint degree);deeltijd onderwijs;man;13;7;6;<5;0
Noord-Holland;0363;Amsterdam;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);55004;B Theologie (joint degree);deeltijd onderwijs;vrouw;13;10;5;0;<5
Noord-Holland;0363;Amsterdam;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);55004;B Theologie (joint degree);voltijd onderwijs;man;24;24;23;<5;<5
Noord-Holland;0363;Amsterdam;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);55004;B Theologie (joint degree);voltijd onderwijs;vrouw;20;17;17;<5;<5
Noord-Holland;0363;Amsterdam;WO kleine univ.;master;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);66122;M Theologie (Gemeentepredikant);deeltijd onderwijs;man;34;31;34;37;34
